mes;fecha_semana;cliente;campanya;objetivo;subojetivo;objetivo_final;disciplina;soporte;tipo_coste;pagador;producto;subproducto;impresiones;clics;inversion;impresiones_medibles;impresiones_visibles;views;views_25;views_50;views_75;video_100
2;2020-01-27;Amena;Amena-Fibra;Branding;Consideración;Cobertura;Display;PRISA;CPM;LOW-COST;AMENAFIBRA;0;119969.0;229.0;359.90999999999997;113432.0;55462.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Fibra;Performance;Captación;Alta;Display;BMIND;CPM;LOW-COST;AMENAFIBRA;0;741038.0;690.0;1200.4600000000003;713172.0;242186.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Fibra;Performance;Captación;Alta;Display;GOOGLE;CPC;LOW-COST;AMENAFIBRA;0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Fibra;Performance;Captación;Alta;Display;HISPAVISTA;CPM;LOW-COST;AMENAFIBRA;0;203.0;0.0;0.20000000000000007;166.0;15.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Fibra;Performance;Captación;Alta;Display;SMARTCLIP;CPM;LOW-COST;AMENAFIBRA;0;257208.0;741.0;347.21999999999997;248512.0;133904.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Display;BMIND;CPM;LOW-COST;AMENAMOVIL;0;718028.0;820.0;1163.1599999999994;678549.0;319922.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Display;GOOGLE;CPC;LOW-COST;AMENAMOVIL;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Display;HISPAVISTA;CPM;LOW-COST;AMENAMOVIL;0;418.0;5.0;0.5100000000000002;324.0;16.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Display;SMARTCLIP;CPM;LOW-COST;AMENAMOVIL;0;156309.0;653.0;268.56999999999994;150618.0;70280.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T14-NRTG;291.0;1.0;1.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T14-RTG;26.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T19-NRTG;981.0;2.0;4.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T19-RTG;27.0;0.0;0.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;APPLE;LOVE;TERMINAL;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;HUAWEI;LOVE;TERMINAL;30.0;0.0;0.0313127298354369;29.0;14.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;OPPO;LOVE;TERMINAL;6.0;0.0;0.00626254596708738;7.0;1.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;FASTANDALONE;FIBRAADSL;2.0;0.0;0.00208751532236246;2.0;1.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;FASTANDALONE;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;GO;GOUP;3.0;0.0;0.00313127298354369;3.0;3.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;GO;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;462680.0;571.0;482.92579467533153;431340.0;181663.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;LOVE;TERMINAL;78.0;0.0;0.08141309757213594;77.0;3.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;OBJETOSCONECTADOS;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;SAMSUNG;LOVE;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;XIAOMI;LOVE;TERMINAL;35.0;1.0;0.03653151814134305;35.0;13.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;HISPAVISTA;CPM;HUAWEI;LOVE;TERMINAL;2493.0;2.0;2.223043259726297;2424.0;7.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;HISPAVISTA;CPM;OPPO;LOVE;TERMINAL;2468.0;0.0;2.2007504071417983;2378.0;6.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;HISPAVISTA;CPM;RESIDENCIAL;FASTANDALONE;FIBRAADSL;177711.0;366.0;66.7160366946986;95159.0;59569.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;HISPAVISTA;CPM;RESIDENCIAL;GO;GOUP;651338.0;919.0;580.8072806673114;444271.0;176336.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;HISPAVISTA;CPM;RESIDENCIAL;GO;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;HISPAVISTA;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;1062590.0;1598.0;947.5264891105362;682354.0;282936.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;HISPAVISTA;CPM;RESIDENCIAL;LOVE;TERMINAL;1098454.0;1792.0;979.5069237141556;688002.0;284284.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;ORANGEPIBDBM;CPM;HUAWEI;LOVE;TERMINAL;334674.0;1404.0;295.02;331779.0;239872.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;ORANGEPIBDBM;CPM;RESIDENCIAL;FASTANDALONE;FIBRAADSL;2010508.0;1266.0;600.71;2003846.0;1462450.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;ORANGEPIBDBM;CPM;RESIDENCIAL;GO;GOUP;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;ORANGEPIBDBM;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;ORANGEPIBDBM;CPM;RESIDENCIAL;LOVE;TERMINAL;41.0;13.0;0.02;40.0;175.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;TRADELAB;CPM;RESIDENCIAL;FASTANDALONE;FIBRAADSL;12.0;0.0;0.020329147377078;11.0;1.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;TRADELAB;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;1.0;0.0;0.0016940956147565001;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;VERIZON;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;39.0;0.0;0.01028654760077712;37.0;14.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;VERIZON;CPM;RESIDENCIAL;LOVE;TERMINAL;3.0;0.0;0.000791272892367471;3.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;VERIZON;CPM;XIAOMI;LOVE;TERMINAL;66.0;1.0;0.02252658442253215;57.0;7.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;CRITEO;CPC;RESIDENCIAL;TERMINALES;TERMINAL;472989.0;1301.0;206.91957033935822;273394.0;118377.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;CRITEO;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;1133920.0;3743.0;595.311261937139;799993.0;346644.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;GOOGLE;CPC;RESIDENCIAL;FASTANDALONE;FIBRAADSL;6627.0;9.0;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;GOOGLE;CPC;RESIDENCIAL;GO;GOUP;48399.0;144.0;34.739999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;GOOGLE;CPC;RESIDENCIAL;LOVE;LOVEGENÉRICO;330777.0;573.0;219.10000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;GOOGLE;CPC;RESIDENCIAL;LOVE;TERMINAL;159.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;GOOGLE;CPC;RESIDENCIAL;LOVENEGOCIO;LOVENEGOCIO2;21894.0;48.0;17.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;HISPAVISTA;CPM;RESIDENCIAL;FASTANDALONE;FIBRAADSL;29641.0;32.0;51.87;28773.0;10400.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;ORANGEPIBDBM;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;106721.0;299.0;189.84999999999997;105596.0;47308.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;HUAWEI;LOVE;TERMINAL;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;OPPO;LOVE;TERMINAL;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;RESIDENCIAL;FASTANDALONE;FIBRAADSL;244788.0;2198.0;452.2312876906715;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;RESIDENCIAL;GO;GOUP;45646.0;1225.0;252.03973040085194;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;RESIDENCIAL;LOVE;LOVEGENÉRICO;34228.0;617.0;135.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;RESIDENCIAL;LOVE;TERMINAL;447053.0;6129.0;1261.021638879038;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;RESIDENCIAL;LOVENEGOCIO;LOVENEGOCIO2;54632.0;440.0;90.52855622561212;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-Dis-Rtg;Performance;Captación;Alta;Display;RTBHOUSE;CPC;RESIDENCIAL;OBJETOSCONECTADOS;TERMINAL;56726.0;1583.0;325.69705569350907;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;HUAWEI;LOVE;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;OPPO;LOVE;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;RESIDENCIAL;FASTANDALONE;FIBRA/ADSL;50471.0;447.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;792138.0;1903.0;1800.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;RESIDENCIAL;LOVE;LOVEINTENSOMAX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;RESIDENCIAL;LOVE;LOVEIPHONE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;RESIDENCIAL;LOVE;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;AO-RRSS;Performance;Captación;Alta;Social;BMINHOUSEFACEBOOK;CPM;XIAOMI;LOVE;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;BC-A-Facturas;Branding;Consideración;Cobertura;Social;TWITTER;CPM;AUTONOMOS;BCAUTONOMOS;FACTURAS;2180877.0;11224.0;2916.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;AS;CPM;RESIDENCIAL;LOVE;FUTBOL;90378.0;242.0;271.5389263764997;81014.0;51172.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;ELPAIS;CPM;RESIDENCIAL;LOVE;FUTBOL;81182.0;573.0;246.8448299560653;77552.0;66221.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;HPH;CPM;RESIDENCIAL;LOVE;FUTBOL;123252.0;133.0;250.8879644308861;19692.0;11863.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;LVP;COSTEFIJO;RESIDENCIAL;LOVE;FUTBOL;2088.0;1.0;0.0;2051.0;549.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;MARCA;COSTEFIJO;RESIDENCIAL;LOVE;FUTBOL;1874.0;2.0;139.6;1863.0;898.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;MARCA;CPM;RESIDENCIAL;LOVE;FUTBOL;118353.0;288.0;611.7439440951338;118162.0;64208.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;MUNDODEPORTIVO;CPM;RESIDENCIAL;LOVE;FUTBOL;26767.0;31.0;137.47769169201217;26692.0;10515.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;SEEDTAG;CPM;RESIDENCIAL;LOVE;FUTBOL;29573.0;199.0;221.11894270338712;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;SPORT;CPM;RESIDENCIAL;LOVE;FUTBOL;73665.0;137.0;101.71112965667524;53698.0;28150.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Display;VOCENTO;CPM;RESIDENCIAL;LOVE;FUTBOL;94814.0;190.0;350.1743814257768;94501.0;59850.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Social;FACEBOOK;CPM;RESIDENCIAL;LOVE;FUTBOL;259382.0;316.0;285.30537922098955;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Social;TWITTER;CPM;RESIDENCIAL;LOVE;FUTBOL;268231.0;1038.0;307.9991027142996;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Video Online;A3ADVERTISING;CPM;RESIDENCIAL;LOVE;FUTBOL;12775.0;285.0;165.48129256428075;0.0;0.0;12771.0;12637.0;12527.0;12469.0;12411.0
2;2020-01-27;Orange;Futbol;Branding;Consideración;Cobertura;Video Online;MITELE;CPM;RESIDENCIAL;LOVE;FUTBOL;16126.0;162.0;219.64583927091962;16103.0;14419.0;16118.0;15799.0;15573.0;15424.0;15287.0
2;2020-01-27;Orange;Terminal-Renove;Performance;Captación;RENOVE;Display;ORANGEPIBDBM;CPM;RESIDENCIAL;RENOVE;RENOVE;347027.0;690.0;281.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;AMENA;Amena-Fibra;Performance;Captación;Alta;Display;GOOGLE;CPC;LOW-COST;AMENAFIBRA;0;168882.0;1522.0;96.30999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Branding;Consideración;Afinidad;Display;ADSLZONE;CPM;LOW-COST;AMENAFIBRA;0;228866.0;474.0;661.0;222359.0;105954.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Branding;Consideración;Cobertura;Display;PRISA;CPM;LOW-COST;AMENAFIBRA;0;411728.0;708.0;1235.1799999999998;388343.0;192245.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Display;BMIND;CPM;LOW-COST;AMENAFIBRA;0;1813758.0;2305.0;2938.2500000000023;1747904.0;796370.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Display;GOOGLE;CPC;LOW-COST;AMENAFIBRA;0;1121198.0;14143.0;965.87;134.0;80.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Display;GOOGLE;CPM;LOW-COST;AMENAFIBRA;0;60559.0;1019.0;0.0;195.0;71.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Display;HISPAVISTA;CPM;LOW-COST;AMENAFIBRA;0;6893196.0;3800.0;7225.090000000001;4626735.0;2340127.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Display;SMARTCLIP;CPM;LOW-COST;AMENAFIBRA;0;902471.0;2410.0;1218.3100000000004;873439.0;457990.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAFIBRA;0;123140.0;672.0;600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAFIBRA;FIBRA-MOVIL3795;1515.0;15.0;11.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAFIBRA;FIBRA-MOVIL4095;8761.0;56.0;37.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAFIBRA;FIBRAGRATIS-MOVILT16;75889.0;461.0;379.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Fibra;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAFIBRA;FIBRAGRATIS-MOVILT19;26689.0;196.0;171.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Display;BMIND;CPM;LOW-COST;AMENAMOVIL;0;2141128.0;2321.0;3468.7100000000014;2026303.0;1006364.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Display;GOOGLE;CPC;LOW-COST;AMENAMOVIL;0;1550537.0;16470.0;1078.0599999999997;85373.0;58975.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Display;HISPAVISTA;CPM;LOW-COST;AMENAMOVIL;0;7532696.0;12326.0;7965.27;4665012.0;1430042.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Display;SMARTCLIP;CPM;LOW-COST;AMENAMOVIL;0;549345.0;2877.0;988.7799999999997;531575.0;246935.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;0;766999.0;12326.0;2639.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T14-NRTG;5091.0;19.0;17.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T14-RTG;4711.0;78.0;37.849999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T19-NRTG;365702.0;4596.0;1153.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Amena;Amena-Movil;Performance;Captación;Alta;Social;BMINHOUSE;CPM;LOW-COST;AMENAMOVIL;T19-RTG;6670.0;137.0;53.809999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;APPRECIATE;CPM;RESIDENCIAL;GO;GOUP;6.0;1.0;0.01;4.0;3.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;APPLE;LOVE;TERMINAL;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;HUAWEI;LOVE;TERMINAL;39.0;0.0;0.04070654878606796;38.0;8.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;OPPO;LOVE;TERMINAL;27.0;0.0;0.028181456851893213;27.0;4.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;FASTANDALONE;FIBRAADSL;7.0;2.0;0.007306303628268609;7.0;4.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;FASTANDALONE;TERMINAL;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;GO;GOUP;20.0;11.0;0.020875153223624605;20.0;17.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;GO;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;LOVE;EROS;7.0;7.0;0.007306303628268609;7.0;1.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;LOVE;LOVEGENÉRICO;4006520.0;3849.0;4181.835944675821;3753364.0;1663176.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;LOVE;TERMINAL;118.0;0.0;0.12316340401938515;116.0;5.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;RESIDENCIAL;OBJETOSCONECTADOS;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2020-02-03;Orange;AO-Dis-Pro;Performance;Captación;Alta;Display;BMIND;CPM;SAMSUNG;LOVE;TERMINAL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
